tconst	startYear	primaryTitle	averageRating	numVotes
tt5749596	2018	The Image Book	6.2	3146
tt11250720	2021	One	6.2	3145
tt0033226	1940	Virginia City	6.8	3145
tt0057393	1963	PT 109	6.6	3145
tt0299213	2001	Waterboys	7.1	3145
tt0055992	1962	Follow That Dream	6.5	3144
tt0064546	1970	Witchhammer	7.7	3144
tt0366137	2004	Lost Embrace	6.9	3144
tt12664618	2021	Sinkhole	6.2	3144
tt1337137	2009	South of the Border	7.0	3143
tt0059224	1965	Girl Happy	6.3	3143
tt0075696	1977	Are You Being Served?	6.1	3143
tt0118588	1997	All Stars	7.1	3143
tt0044333	1952	Against All Flags	6.5	3142
tt0048500	1955	A Generation	7.1	3142
tt0041694	1950	No Man of Her Own	7.3	3142
tt0139872	1996	Avvai Shanmugi	7.9	3142
tt32089590	2024	Bhale Unnade	9.0	3142
tt0079843	1979	Saint Jack	7.0	3142
tt0039931	1947	Unconquered	6.9	3141
tt7798644	2019	Judy & Punch	6.1	3141
tt0072725	1974	Boss Nigger	6.3	3141
tt0102932	1991	A Chinese Ghost Story III	6.6	3141
tt0090246	1985	Vabank II, czyli riposta	7.4	3140
tt2370230	2017	All Summers End	6.1	3140
tt0463486	2006	Comedy of Power	6.3	3140
tt3003668	2013	Unbeatable	7.2	3139
tt1006926	2003	One Piece: Dead End Adventure	7.1	3139
tt0088445	1983	Zappa	7.3	3139
tt0052924	1959	The Indian Tomb	6.6	3138
tt0075932	1977	The Lacemaker	7.4	3138
tt0125128	1997	The Hanging Garden	6.8	3136
tt23475032	2023	Joe	7.4	3135
tt0066550	1970	Watermelon Man	6.7	3134
tt0056625	1962	Two Weeks in Another Town	6.4	3134
tt0039040	1946	To Each His Own	7.6	3134
tt8148018	2018	The Accountant of Auschwitz	7.3	3133
tt4964598	2015	Heart Attack	7.7	3133
tt0058500	1964	The Pumpkin Eater	7.1	3133
tt0086410	1981	Tales of Ordinary Madness	6.6	3132
tt0158302	1998	Under the Sun	6.8	3131
tt8602654	2018	Sarkari. Hi. Pra. Shale Kasaragodu, Koduge: Ramanna Rai	8.7	3131
tt0090215	1985	The Unknown Soldier	7.4	3131
tt9597838	2020	Shock Wave 2	6.6	3131
tt0041460	1949	The Hidden Room	7.3	3131
tt0428725	2004	Born to Fight	6.1	3131
tt3341072	2013	Firestorm	6.2	3130
tt0049665	1956	Reach for the Sky	7.2	3130
tt1706596	2011	A Funny Man	6.9	3130
tt34376523	2025	Subham	7.7	3130
tt27722375	2024	Between the Temples	6.2	3129
tt8092118	2020	Fate/stay night [Heaven's Feel] III. spring song	7.9	3129
tt0322725	2002	The Embalmer	7.0	3129
tt0093648	1987	North Shore	6.6	3129
tt1674057	2011	All Together	6.7	3129
tt0103634	1992	Aileen Wuornos: The Selling of a Serial Killer	6.9	3128
tt0112446	1995	Sixty Million Dollar Man	6.2	3128
tt11915042	2022	18 Pages	7.1	3128
tt2249081	2017	The Forgiven	6.0	3128
tt0110892	1994	Princess Caraboo	6.0	3128
tt0081427	1981	Ricomincio da tre	7.4	3128
tt0028355	1936	Theodora Goes Wild	7.1	3128
tt6527586	2018	Close Enemies	6.4	3128
tt9663702	2019	The Secret Men Club	6.5	3127
tt3511812	2014	Stop at Nothing: The Lance Armstrong Story	7.5	3127
tt0069452	1972	Walter Defends Sarajevo	8.1	3127
tt0253615	1985	Saban Pabucu Yarim	6.4	3126
tt4410000	2018	Luis and the Aliens	6.0	3126
tt8769032	2018	The Hows of Us	6.9	3125
tt0053455	1959	The Wreck of the Mary Deare	6.7	3125
tt0074565	1974	The Deer	7.8	3125
tt0299937	2001	Go	7.4	3125
tt21156390	2023	The Starling Girl	6.7	3125
tt9392248	2020	The Best Years	6.7	3125
tt0034409	1941	You'll Never Get Rich	6.7	3124
tt3977462	2015	Full Out	6.3	3124
tt1440180	2010	Young Goethe in Love	6.6	3123
tt5238240	2017	The Stronghold	6.2	3122
tt11464016	2020	Gunda	7.1	3122
tt19319352	2023	Mayhem!	6.3	3122
tt0107472	1993	The Wonderful, Horrible Life of Leni Riefenstahl	8.0	3122
tt28743776	2024	Parakramam	6.7	3122
tt5697870	2017	Lucknow Central	6.2	3122
tt5037996	2015	Nausea	6.2	3121
tt0068902	1972	The Italian Connection	7.1	3121
tt2969050	2013	Dampfnudelblues	6.9	3120
tt0483131	2005	Rajamanikyam	7.8	3120
tt0093225	1987	Housekeeping	7.1	3120
tt0160672	1999	Joe the King	6.7	3120
tt2948472	2013	Lion's Heart	6.6	3119
tt0052735	1959	The Devil's Disciple	6.9	3119
tt0033105	1940	Strange Cargo	6.9	3119
tt0089160	1985	Fool for Love	6.0	3118
tt0832903	2006	Manufactured Landscapes	7.2	3118
tt6937368	2019	The Lift Boy	7.2	3117
tt3152602	2014	Leopardi	6.8	3117
tt0112556	1995	Happiness Is in the Field	7.0	3117
tt0056903	1963	Captain Newman, M.D.	6.9	3116
tt0036962	1944	It Happened Tomorrow	7.0	3116
tt0377834	2003	Soccer Days	6.2	3116
tt0088987	1985	Dance with a Stranger	6.6	3115
tt27717667	2024	Pedro Páramo	6.3	3115
tt1375669	2011	Simon & the Oaks	6.5	3115
tt3198698	2013	Hunter x Hunter: The Last Mission	6.5	3115
tt3474602	2015	Little Forest: Winter/Spring	7.6	3114
tt10589914	2019	The Forest of Love	6.2	3114
tt0319557	2002	Indra	7.5	3114
tt1016321	2009	Adrift	6.7	3114
tt5378092	2018	The Stolen Princess	6.0	3113
tt0073133	1975	Hustle	6.2	3113
tt1166810	2009	Fat People	6.5	3111
tt5966602	2018	The Factory	6.7	3111
tt1714193	2011	The Gang of Oss	6.4	3111
tt0055832	1962	Cartouche	6.5	3110
tt1606183	2010	Boss Engira Baskaran	7.2	3110
tt10518176	2022	Padavettu	6.8	3110
tt0382806	2005	Look Both Ways	6.9	3109
tt28306789	2024	Raju Gari Ammayi Naidu Gari Abbayi	8.2	3109
tt18550220	2023	Junkyard Dog	7.0	3109
tt0084293	1982	Making Love	6.9	3109
tt4293752	2015	Gascoigne	7.0	3108
tt9428746	2022	Aristotle and Dante Discover the Secrets of the Universe	7.2	3108
tt32220386	2024	Faye	7.1	3108
tt10545076	2019	Bring the Soul: The Movie	8.4	3108
tt11267076	2021	Dayi: Bir Adamin Hikayesi	6.2	3107
tt0086643	1979	Ziggy Stardust and the Spiders from Mars	7.5	3107
tt0096741	1989	Deadly Games	6.4	3107
tt0278006	2001	Killing Mad Dogs	7.6	3107
tt0181912	2001	In Praise of Love	6.3	3105
tt0889665	2007	Steak	6.0	3105
tt0058126	1964	Hamlet	8.2	3105
tt1861982	2011	Children...	7.1	3105
tt0021885	1931	A Free Soul	6.6	3104
tt0023731	1932	20,000 Years in Sing Sing	6.8	3104
tt0118957	1997	Deewana Mastana	6.7	3104
tt0074875	1976	Massacre at Central High	6.1	3104
tt0041615	1949	Madame Bovary	7.0	3102
tt0075201	1976	Shaolin Wooden Men	6.3	3102
tt0022080	1931	Limit	7.0	3101
tt1632544	2010	From Me to You	6.9	3101
tt0117690	1996	Some Mother's Son	7.2	3101
tt0087060	1984	Ciske the Rat	7.0	3100
tt0412308	2005	Being Cyrus	7.1	3100
tt0034175	1941	The Shanghai Gesture	6.5	3100
tt5719786	2017	Never Hike Alone	6.8	3100
tt1680679	2011	Breathing	7.0	3100
tt0106330	1993	From Karkheh to Rhein	7.1	3099
tt0035959	1943	A Guy Named Joe	6.9	3099
tt17660740	2022	The Pez Outlaw	6.9	3098
tt27837488	2023	Unknown: Cosmic Time Machine	7.2	3098
tt35157624	2024	Vaaradhi	8.8	3098
tt0118980	1997	Digging to China	6.7	3098
tt8023734	2018	Kadaikutty Singam	6.8	3098
tt28252641	2024	Krishnam Pranaya Sakhi	7.5	3097
tt8696440	2018	Sibel	6.8	3097
tt0056907	1963	The Cardinal	6.7	3097
tt0042707	1950	The Man Who Cheated Himself	6.8	3097
tt0233651	2000	Angels of the Universe	7.5	3097
tt0241223	2001	The Bank	6.5	3097
tt0098168	1989	Ram Lakhan	6.7	3096
tt0040946	1948	Wake of the Red Witch	6.4	3095
tt1696190	2011	Fireheart: The Legend of Tadas Blinda	7.0	3095
tt0058001	1964	Diamonds of the Night	7.3	3094
tt4444438	2016	As You Are	6.6	3094
tt0084904	1982	Wild Style	7.0	3094
tt28566478	2024	Lover	7.1	3094
tt2480454	2014	The Grump	6.7	3094
tt6078866	2018	Soni	7.1	3094
tt1345734	2008	Rough Cut	7.0	3094
tt7897102	2018	O.G.	6.2	3093
tt0040098	1948	Anna Karenina	6.6	3092
tt32080090	2024	Sarangadhariya	8.3	3092
tt5376232	2016	Jacob's Kingdom of Heaven	7.6	3092
tt1107850	2007	Unrelated	6.7	3091
tt18626656	2022	Lie with Me	7.5	3091
tt10204940	2019	Spread Your Wings	7.3	3091
tt0098486	1990	The Death King	6.3	3090
tt27078772	2023	Lewis Capaldi: How I'm Feeling Now	7.3	3090
tt1401643	2010	Black Venus	6.8	3090
tt0047281	1954	Twenty-Four Eyes	8.0	3089
tt0062082	1967	Django Kill... If You Live, Shoot!	6.3	3089
tt0416979	2004	Meu Tio Matou um Cara	6.6	3089
tt29274198	2024	Nunakuzhi	6.8	3088
tt0023303	1932	One Hour with You	7.0	3088
tt0145393	1997	Pizza, Beer, and Cigarettes	7.0	3088
tt0058692	1964	The Black Tulip	6.6	3088
tt0056289	1962	The Notorious Landlady	6.7	3087
tt0120456	1997	Virasat	7.4	3087
tt0108583	1993	Wittgenstein	6.9	3086
tt16453244	2022	How I Fell in Love with a Gangster	6.0	3086
tt0107685	1993	The Night We Never Met	6.0	3086
tt0253782	1989	Bird of Fortune	7.0	3085
tt1091207	2009	Teenage Dirtbag	7.0	3083
tt22001304	2023	Adagio	6.6	3083
tt8335880	2018	Loro 2	7.0	3083
tt0066053	1970	The Man Who Haunted Himself	6.4	3083
tt29959142	2024	Committee Kurrollu	8.1	3083
tt8108208	2019	Why Cheat India	6.1	3082
tt15502716	2023	Richie Gadi Pelli	7.3	3082
tt0039370	1947	The Farmer's Daughter	7.2	3082
tt3451720	2015	Francofonia	6.6	3082
tt0085867	1983	The Lords of Discipline	6.6	3081
tt0443844	2005	Regular Lovers	6.8	3080
tt0265730	1999	Sethu	8.1	3080
tt0048657	1955	Stella	7.9	3080
tt0057207	1963	Judex	7.0	3080
tt0042539	1951	Halls of Montezuma	6.6	3080
tt21093976	2022	National Theatre Live: Prima Facie	9.1	3080
tt0097437	1989	Geethanjali	8.3	3079
tt3720724	2015	Requirements to Be a Normal Person	6.4	3079
tt3112654	2014	Mea culpa	6.1	3079
tt28351127	2024	Swag	7.5	3078
tt0039080	1946	The Verdict	7.2	3078
tt0048790	1955	Violent Saturday	6.9	3078
tt7231572	2018	Not Cinderella's Type	6.2	3077
tt8458202	2016	Pihu	6.7	3077
tt3763866	2015	Zoom	6.0	3076
tt0347779	2003	Pinjar	7.9	3076
tt0061736	1967	A Guide for the Married Man	6.6	3075
tt2876428	2013	Good Day, Ramon	7.6	3075
tt1285130	2008	Pandora's Box	7.1	3075
tt4373956	2016	Clair Obscur	6.4	3075
tt3008014	2013	The Face Reader	6.8	3075
tt0026421	1935	Gold Diggers of 1935	6.8	3075
tt1781843	2011	The Minister	6.7	3074
tt18108824	2024	The Friend	6.3	3074
tt0764639	2007	Eight Miles High	6.4	3073
tt7046974	2018	Swing Kids	7.5	3073
tt6690004	2018	The Freshmen	6.6	3072
tt11225756	2021	The Lost Leonardo	7.5	3072
tt30319516	2024	Good One	6.7	3070
tt2177827	2014	The Search	6.8	3070
tt3579524	2014	Ghost in the Shell: Arise - Border 3: Ghost Tears	7.1	3070
tt0065417	1970	Days and Nights in the Forest	8.1	3069
tt28856462	2024	Agak Laen	7.6	3069
tt0078251	1978	Snake and Crane Arts of Shaolin	6.4	3068
tt0053765	1960	The Goddess	7.7	3068
tt0269856	2000	Ritual	7.5	3068
tt5239942	2017	Heal	7.0	3067
tt12264966	2022	Notre-Dame on Fire	6.4	3067
tt1365030	2010	Madrasapattinam	7.9	3067
tt0090293	1985	Warning Sign	6.1	3065
tt0780503	2007	Dororo	6.4	3065
tt10735686	2021	Toxikoma	7.0	3064
tt31151548	2024	Namo	8.0	3064
tt27726727	2024	Harom Hara	6.6	3062
tt6333074	2017	Last Men in Aleppo	7.4	3062
tt1814930	2011	Vegucated	7.1	3062
tt0210302	1999	Gemini	6.8	3061
tt0041967	1949	Tokyo Joe	6.3	3060
tt0032412	1940	Dr. Cyclops	6.4	3060
tt29173745	2023	Cheater	6.6	3059
tt0083694	1982	Britannia Hospital	6.2	3058
tt0059915	1965	Winnetou: The Last Shot	6.6	3058
tt2835548	2013	Grand Central	6.2	3058
tt0327753	2002	Funny Ha Ha	6.4	3058
tt0477877	2005	Summer in Berlin	6.9	3058
tt0374128	2004	The Robbery of the Third Reich	6.5	3057
tt13298992	2021	Nizhal	6.3	3057
tt31189901	2024	The Truth vs. Alex Jones	7.5	3056
tt0808306	2007	Honeymoon Travels Pvt. Ltd.	6.1	3056
tt0920459	2010	The Happy Housewife	6.7	3055
tt0456111	2006	The Night of the Sunflowers	7.1	3054
tt15119154	2021	Life of Crime 1984-2020	8.4	3053
tt0119512	1998	Left Luggage	7.2	3053
tt0211718	2000	Vengo	7.2	3053
tt0029440	1937	The Prince and the Pauper	7.2	3053
tt0050681	1957	Man of a Thousand Faces	7.1	3052
tt0031491	1939	Intermezzo	6.6	3052
tt3134058	2014	Tim Maia	7.2	3049
tt2078599	2012	Key of Life	7.3	3049
tt32566980	2024	The Birthday Boy	8.1	3049
tt6718730	2019	Born a King	7.3	3049
tt7133554	2017	Silent Night	7.2	3049
tt0389340	1998	Upper Egyptian in the American University	7.0	3048
tt17507018	2022	Lost in the Stars	6.5	3048
tt7161122	2017	Meesaya murukku	7.5	3047
tt0181182	1985	Zikina dinastija	7.6	3047
tt4658770	2015	Belaseshe	8.5	3047
tt0046766	1954	The Belles of St. Trinian's	6.7	3045
tt3257072	2013	Fish & Cat	7.0	3045
tt15341044	2022	Laththi	6.4	3044
tt2253939	2012	Camille Rewinds	6.3	3044
tt6497898	2017	In Syria	7.1	3043
tt3230660	2016	Cardboard Boxer	6.4	3043
tt13623916	2022	Toolsidas Junior	7.4	3043
tt0057710	1963	An Actor's Revenge	7.3	3043
tt1114680	2009	That Evening Sun	7.0	3042
tt0070136	1974	The Great Ecstasy of Woodcarver Steiner	7.6	3042
tt0068152	1971	$	6.3	3042
tt0439817	2005	The Sun	7.3	3042
tt32106143	2024	Love Mocktail 2	8.8	3042
tt5270810	2016	Earthquake	6.6	3042
tt0107148	1993	House of Cards	6.1	3041
tt0087682	1984	Maria's Lovers	6.5	3041
tt0260688	2000	Ali Zaoua: Prince of the Streets	7.3	3040
tt0197096	2000	What's Cooking?	6.8	3040
tt1054113	2008	The Candidate	6.2	3040
tt1690483	2009	King of Thorn	6.3	3040
tt6802896	2017	A Ciambra	6.9	3039
tt0113356	1995	Out of the Dark	6.8	3039
tt27004148	2024	Grave Torture	6.2	3039
tt0167132	1998	Der Eisbär	6.5	3038
tt0855805	2006	Falkenberg Farewell	6.3	3038
tt14090476	2022	Sarsenapati Hambirrao	8.9	3037
tt7868082	2021	Charming the Hearts of Men	6.2	3037
tt1737237	2010	Lost on Journey	6.8	3037
tt0118742	1997	Bliss	6.0	3036
tt0186730	1999	It All Starts Today	7.4	3036
tt2466684	2013	Heavenly Shift	7.4	3036
tt5598160	2017	Jeune Femme	6.5	3036
tt12986942	2020	Tiki Taka	6.9	3035
tt0080827	1980	Encounter of the Spooky Kind	7.0	3034
tt0071622	1974	The Clockmaker	7.1	3034
tt9322884	2021	Aakashavaani	6.9	3034
tt0072931	1973	Emil and the Piglet	7.2	3033
tt7535964	2017	Hot Sweet Sour	6.0	3033
tt0030396	1938	The Mad Miss Manton	6.7	3033
tt5457840	2016	Krishna Gaadi Veera Prema Gaadha	7.4	3033
tt0194104	2000	Leak	7.0	3032
tt0014646	1924	Aelita, the Queen of Mars	6.3	3032
tt0119427	1997	Judaai	6.1	3031
tt3300904	2013	Mountain of the Moon	6.4	3031
tt0164711	1999	Kærlighed ved første hik	6.1	3031
tt3268340	2017	Crown Heights	6.7	3031
tt1736636	2011	Nobody Else But You	6.6	3030
tt0465967	2006	Dobrinya and the Dragon	7.0	3030
tt3142366	2015	Take Me to the River	6.2	3030
tt0425235	2006	We Shall Overcome	7.2	3029
tt1504429	2009	Hideaway	6.4	3029
tt3265462	2013	Han Gong-ju	7.2	3029
tt1286784	2009	Dossier K.	6.7	3029
tt0875025	2006	Tazza: The High Rollers	7.1	3028
tt0054795	1961	The Deadly Companions	6.0	3028
tt0100623	1990	Singapore Sling	6.4	3028
tt21338696	2023	Vinaro Bhagyamu Vishnu Katha	6.7	3026
tt13322726	2021	Captain Volkonogov Escaped	7.3	3026
tt0049815	1956	The Swan	6.4	3026
tt0109683	1994	The Return of the God of Gamblers	6.7	3026
tt0084358	1983	Deadly Circuit	6.9	3025
tt0040820	1948	A Song Is Born	6.9	3025
tt6333090	2017	Oklahoma City	7.4	3025
tt3368222	2015	Angry Indian Goddesses	6.9	3025
tt14895216	2021	Ghost Mansion	6.0	3024
tt0036391	1943	Stormy Weather	7.3	3024
tt0106417	1993	Sailor Moon R: The Movie: The Promise of the Rose	7.6	3024
tt7178226	2019	The Cave	7.5	3024
tt0120793	1998	A Price Above Rubies	6.5	3023
tt0048204	1955	The Indian Fighter	6.3	3023
tt4042994	2016	If Cats Disappeared from the World	6.8	3023
tt0041998	1949	Thirst	6.5	3023
tt30151706	2023	Kalasa: The Symbol of Abundance	7.7	3022
tt0078389	1978	The Thirty Nine Steps	6.6	3021
tt9489598	2019	Our Ladies	6.7	3021
tt15737898	2023	Blue Giant	7.9	3021
tt0052427	1958	Tom Thumb	6.4	3021
tt0067885	1971	The Third Part of the Night	7.3	3020
tt15964308	2022	Sherdil	6.6	3020
tt0052896	1959	A Hole in the Head	6.2	3019
tt11394276	2020	Assassins	7.5	3019
tt2306783	2012	The Falls	6.7	3019
tt0116739	1996	How the War Started on My Island	7.8	3018
tt0351299	2003	Blind Shaft	7.5	3018
tt0069833	1973	Chino	6.0	3018
tt0349260	2004	In My Country	6.0	3018
tt0106438	1993	Blue	7.3	3018
tt0293342	2001	Lajja	6.6	3018
tt8822402	2018	Remember Us	7.3	3017
tt6164762	2018	The Delinquent Season	6.4	3017
tt0048705	1955	The Tender Trap	6.3	3016
tt1954258	2012	Balas & Bolinhos: O Último Capítulo	7.2	3016
tt2278392	2013	American Dreams in China	6.9	3016
tt0048291	1955	The Left Hand of God	6.4	3016
tt11316824	2019	Happy Old Year	7.2	3015
tt0102439	1991	The Suspended Step of the Stork	7.5	3015
tt8364418	2018	Adanga Maru	7.1	3014
tt0036094	1943	Lady of Burlesque	6.2	3014
tt0135033	1986	Poison for the Fairies	7.2	3013
tt1155650	2007	The Garden of Sinners: Overlooking View	6.9	3012
tt0072351	1974	Uptown Saturday Night	6.6	3012
tt0142316	1997	Rainy Dog	7.0	3012
tt8132778	2020	Night of the Kings	6.5	3012
tt0488763	2005	Shadowless Sword	6.4	3012
tt5830022	2016	Shikari	7.1	3010
tt0091584	1986	My Little Pony: The Movie	6.0	3009
tt0405629	2004	Aaltra	6.9	3008
tt1339302	2008	Bleach: Fade to Black, I Call Your Name	7.1	3008
tt1111876	2009	Balibo	7.0	3007
tt6340500	2018	Inuyashiki	6.6	3007
tt5182856	2016	Harmonium	6.9	3007
tt0065206	1969	What Ever Happened to Aunt Alice?	6.8	3007
tt10622972	2021	Jhimma	7.4	3006
tt32126803	2024	August	8.5	3006
tt3072732	2018	Jim Button and Luke the Engine Driver	6.3	3006
tt0379357	2003	Los Angeles Plays Itself	7.8	3006
tt0807944	2001	Dheena	7.1	3006
tt4377864	2015	The Pearl Button	7.6	3006
tt2639664	2012	On My Dead Body	6.1	3005
tt21288778	2022	Gandhada Gudi	8.9	3005
tt0055844	1961	Amphibian Man	6.9	3005
tt11941800	2021	Mascarpone	6.8	3005
tt0104663	1992	The Stolen Children	7.6	3005
tt9537346	2019	Ardaas Karaan	7.2	3005
tt0079484	1979	Dragon Fist	6.1	3005
tt2592336	2012	Whatcha Wearin'?	6.8	3004
tt0051848	1958	The Law and Jake Wade	6.8	3004
tt8260226	2018	An Impossible Love	7.0	3002
tt0865951	2007	Testosteron	6.1	3002
tt0156985	1991	Sadak	6.4	3001
tt6133444	2024	The Fire Inside	6.7	3001
tt0499596	2006	What the Bleep!?: Down the Rabbit Hole	6.4	3001
tt11328762	2021	Wild Men	6.4	3001
tt5357556	2016	The Prime Minister	6.2	3001
tt1937388	2012	The Millionaire Tour	6.3	3001
tt0298798	2002	Cherish	6.6	2999
tt0084481	1982	Passion	6.2	2999
tt0066603	1970	Zatoichi Meets Yojimbo	7.0	2998
tt0066546	1970	Why Does Herr R. Run Amok?	7.2	2998
tt1194104	2008	Bujjigaadu: Made in Chennai	6.3	2998
tt0948535	2008	Paris 36	6.5	2998
tt2196254	2012	Jatt & Juliet	7.5	2997
tt0077549	1978	Fingers	6.7	2997
tt2116974	2011	Vysotsky. Thank You for Being Alive	6.4	2997
tt1016205	2007	The Mourning Forest	6.7	2996
tt0079839	1980	Fun Is Beautiful	7.2	2996
tt0074964	1976	Nickelodeon	6.2	2996
tt0129023	1998	Dark Harbor	6.0	2996
tt0098513	1989	Triumph of the Spirit	6.8	2995
tt2304915	2014	The Green Prince	7.2	2995
tt6776462	2017	A Man of Integrity	7.2	2995
tt0253884	1991	Varyemez	6.6	2995
tt2248739	2015	Departure	6.6	2995
tt0803029	2008	Linha de Passe	7.1	2994
tt5379294	2017	The Killer	6.0	2994
tt0022251	1931	Pardon Us	6.8	2994
tt1288645	2009	The Forbidden Door	6.6	2993
tt1437361	2010	The Pimp	6.0	2993
tt1602479	2010	Love in a Puff	7.1	2993
tt1514446	2009	Third Person Singular Number	7.1	2993
tt0120066	1997	Sara	6.5	2993
tt0053699	1960	Carry on Constable	6.2	2993
tt0052374	1958	Invention for Destruction	7.5	2993
tt12907978	2020	Two Types of People	6.9	2993
tt0075263	1976	St. Ives	6.2	2992
tt31711525	2024	Shivam Bhaje	7.9	2992
tt7759362	2019	Comrade Drakulich	6.4	2992
tt23058594	2022	Focus	7.6	2992
tt0102465	1991	My Father the Hero	6.1	2992
tt0080556	1980	The Competition	6.6	2992
tt0184872	1997	Rurouni Kenshin: The Movie	7.3	2991
tt5463378	2016	A Dragon Arrives!	6.6	2991
tt0102816	1991	Center Stage	7.4	2990
tt0072190	1974	Sonar Kella	8.3	2990
tt0068814	1972	Koziyat rog	8.2	2990
tt1712573	2010	Strapped	6.8	2989
tt27548083	2023	Poisoned: The Dirty Truth About Your Food	6.8	2989
tt0031066	1939	Babes in Arms	6.3	2988
tt4851640	2015	The Final Master	6.8	2988
tt7870102	2020	Critical Thinking	6.5	2988
tt0066040	1971	Don't Deliver Us from Evil	6.7	2987
tt0142248	1988	Dragon Ball: Mystical Adventure	6.8	2987
tt0084385	1982	Namak Halaal	7.2	2986
tt0246266	2000	Blackboards	6.8	2986
tt0079083	1979	The Third Generation	6.7	2986
tt1825955	2010	Midnight FM	6.5	2986
tt3711466	2014	Kukhnya v Parizhe	6.8	2985
tt6053938	2018	The Laws of Thermodynamics	6.0	2985
tt0085215	1983	Balkan ekspres	7.8	2985
tt0057357	1963	Saladin	7.5	2985
tt4080598	2014	100 Yen Love	7.1	2984
tt7523010	2018	Koode	7.6	2984
tt0091464	1986	Malcolm	7.1	2984
tt0274012	1998	Punjabi House	8.1	2984
tt33541739	2024	Casatoria	6.3	2983
tt5952382	2016	Abacus: Small Enough to Jail	7.1	2983
tt0839967	2007	The Rest is Silence	8.1	2983
tt15764854	2023	Fireworks	7.6	2982
tt8529186	2018	Hello Mr. Billionaire	6.1	2982
tt2957774	2013	The White Storm	6.6	2982
tt1099196	2007	Dil Dosti Etc	6.9	2982
tt0363095	2004	Freeze Frame	6.3	2981
tt2191332	2012	Watchtower	7.1	2980
tt0065579	1970	Cotton Comes to Harlem	6.5	2980
tt19316094	2023	An Egypt Affair	6.7	2979
tt0289054	2001	Warm Water Under a Red Bridge	6.7	2979
tt5848416	2019	Walk. Ride. Rodeo.	6.4	2978
tt11101698	2019	Dancing with the Birds	8.2	2977
tt0119893	1997	Photographing Fairies	6.7	2977
tt6755366	2018	Bad Poems	7.5	2977
tt5999530	2017	Before We Vanish	6.2	2977
tt1565068	2012	Piazza Fontana: The Italian Conspiracy	7.2	2976
tt1422184	2009	10 to 11	7.2	2976
tt1671513	2012	Four Horsemen	7.7	2976
tt0074262	1976	Illustrious Corpses	7.3	2976
tt0065797	1970	The Great White Hope	6.9	2975
tt0100691	1990	Stella	6.1	2974
tt0201631	1999	Garage Olimpo	7.3	2974
tt22462104	2022	Punorjonmo 3	7.7	2973
tt0048919	1956	23 Paces to Baker Street	6.9	2973
tt0037135	1944	None But the Lonely Heart	6.4	2973
tt0099377	1988	Deadbeat at Dawn	6.4	2972
tt10516196	2021	The Getaway King	6.5	2972
tt0068323	1972	Buck and the Preacher	6.6	2972
tt4374286	2018	Monstrum	6.1	2970
tt0095386	1988	Itinerary of a Spoiled Child	6.9	2970
tt0305999	2003	The Rage in Placid Lake	6.8	2968
tt0253670	1985	Sendul Saban	6.5	2968
tt2224167	2012	The Deal	7.0	2967
tt0479937	2008	The Kautokeino Rebellion	6.8	2967
tt0047688	1954	Young at Heart	6.7	2966
tt0109747	1993	La estrategia del caracol	7.7	2966
tt6832682	2001	Shahjahan	7.6	2965
tt8903840	2019	Alice and the Mayor	6.4	2964
tt0052954	1959	Paper Flowers	7.8	2964
tt0022867	1933	Ecstasy	6.6	2964
tt0119165	1997	Full Tilt Boogie	6.6	2963
tt0044075	1950	Storm Warning	7.2	2963
tt16246218	2022	Bluff	6.0	2963
tt0067589	1971	Plaza Suite	6.5	2963
tt0269217	2000	Tears of the Black Tiger	6.9	2963
tt0033722	1941	Hold Back the Dawn	7.3	2962
tt0037219	1943	The Return of the Vampire	6.2	2962
tt2072220	2013	Saving General Yang	6.3	2962
tt0040418	1948	Port of Call	6.6	2962
tt0079386	1979	Kaala Patthar	7.6	2962
tt2404217	2013	The Fighter Pilot	7.3	2961
tt1337117	2009	Nightmares in Red, White and Blue: The Evolution of the American Horror Film	7.1	2961
tt0062893	1969	Dillinger Is Dead	6.9	2961
tt0116882	1996	Lilies	7.4	2961
tt0073363	1975	Manila in the Claws of Light	7.8	2961
tt34930449	2025	Mangla	7.5	2961
tt0067696	1972	Seven Blood-Stained Orchids	6.3	2961
tt9448332	2019	Ishq	7.5	2961
tt0056234	1962	Merrill's Marauders	6.6	2961
tt0479044	2008	Crips and Bloods: Made in America	6.8	2960
tt1356928	2009	Father of My Children	6.8	2959
tt0066482	1970	Trash	6.1	2959
tt0325145	2002	Box 507	6.8	2959
tt1885281	2011	Klitschko	7.6	2958
tt0496319	2006	The Hottest State	6.0	2957
tt0892375	2007	U2 3D	8.4	2957
tt9362492	2023	Restore Point	6.2	2957
tt0044040	1951	Sirocco	6.2	2957
tt12299714	2021	Thittam Irandu	7.1	2957
tt6704880	2018	Girls of the Sun	6.5	2956
tt1284587	2008	Shirin	6.7	2956
tt21935200	2024	Siren	6.4	2956
tt10256570	2019	The Goddess of Fortune	6.7	2956
tt1124388	2009	Play the Game	6.3	2955
tt5376196	2017	Wild Mouse	6.7	2954
tt0005078	1915	The Cheat	6.5	2954
tt0322645	2001	Inuyasha the Movie: Affections Touching Across Time	7.2	2954
tt0078077	1978	The Grapes of Death	6.0	2954
tt10498588	2019	Revealing Ukraine	6.7	2953
tt1608516	2013	Run Boy Run	7.2	2952
tt28656365	2023	Kelce	8.1	2952
tt11905514	2020	Kubrick by Kubrick	7.1	2952
